periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2022-05-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;21510;7724;0;0;29234
2022-05-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;29975;6179;1618;0;37772
2022-05-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;62384;17336;7316;0;87036
2022-05-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;69331;25234;7827;0;102392
2022-05-01;Região de Saúde Norte;Hospital Santa Maria Maior;21267;5719;0;0;26986
2022-05-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;41800;0;0;0;41800
2022-06-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;48505;18576;7243;0;74324
2022-06-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;84036;29527;9367;0;122930
2022-06-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;71740;14591;3750;0;90081
2022-06-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;65707;21959;4305;0;91971
2022-06-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;41927;0;4546;0;46473
2022-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;53077;0;0;0;53077
2022-07-01;Região de Saúde Centro;Centro Hospitalar de Leiria;78009;18854;6760;0;103623
2022-07-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;28720;7938;918;0;37576
2022-07-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;49675;25573;6074;0;81322
2022-07-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;49148;0;5422;0;54570
2022-07-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;58639;0;0;0;58639
2022-08-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;121237;44978;15089;0;181304
2022-08-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;36285;12235;0;0;48520
2022-08-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;56671;27958;6986;0;91615
2022-08-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;76680;19974;2652;0;99306
2022-08-01;Região de Saúde LVT;Hospital de Loures;63123;33001;8323;0;104447
2022-08-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;53362;28625;5686;0;87673
2022-08-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;112593;53138;8541;0;174272
2022-08-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;99029;18804;5270;0;123103
2022-08-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;89274;28111;5562;0;122947
2022-09-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;40682;13552;0;0;54234
2022-09-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;37105;9719;1191;0;48015
2022-09-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;71810;24815;10772;0;107397
2022-09-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;112500;28934;13398;0;154832
2022-09-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;60280;32111;6470;0;98861
2022-09-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;128495;41161;14559;0;184215
2022-09-01;Região de Saúde LVT;Hospital Garcia de Orta;65964;32679;11750;0;110393
2022-09-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;126680;59089;9512;0;195281
2022-09-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;67118;22085;4993;0;94196
2022-09-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;94878;0;15749;0;110627
2022-09-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;110662;20673;5970;0;137305
2022-10-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;39922;11067;3169;411;54569
2022-10-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;107624;33854;5292;0;146770
2022-10-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;62060;11772;3362;0;77194
2022-10-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;112050;65215;16563;5477;199305
2022-10-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;70513;35398;8682;0;114593
2022-10-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;67604;38007;7205;0;112816
2022-10-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;144261;48013;16475;0;208749
2022-10-01;Região de Saúde LVT;Hospital Garcia de Orta;73648;38235;13008;0;124891
2022-10-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;141446;68218;10547;0;220211
2022-10-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;105682;0;17594;0;123276
2022-10-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;126561;31772;12060;0;170393
2022-10-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;113072;15542;5083;0;133697
2022-11-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;49510;18546;0;0;68056
2022-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;74577;16965;3352;0;94894
2022-11-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;124936;76111;18484;6026;225557
2022-11-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;136827;38538;16236;0;191601
2022-11-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;106084;30618;3567;0;140269
2022-11-01;Região de Saúde LVT;Hospital Garcia de Orta;80857;43783;14200;0;138840
2022-11-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;155143;77337;11543;0;244023
2022-11-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;67910;0;0;0;67910
2022-11-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;123460;42398;7508;0;173366
2022-11-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;125276;18374;5581;0;149231
2022-12-01;Região de Saúde Centro;Centro Hospitalar de Leiria;135220;34450;11866;0;181536
2022-12-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;129350;43663;6361;0;179374
2022-12-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;105780;39607;9859;0;155246
2022-12-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;94947;35764;14029;0;144740
2022-12-01;Região de Saúde LVT;Hospital Garcia de Orta;83298;47668;15448;0;146414
2022-12-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;182400;37594;9111;0;229105
2022-12-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;151081;39813;14548;0;205442
2022-12-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;148544;31889;7958;0;188391
2022-12-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;104009;0;0;0;104009
2023-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;7562;1484;287;0;9333
2023-01-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;15007;5575;1878;0;22460
2023-01-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;11259;3563;1421;0;16243
2023-01-01;Região de Saúde LVT;Hospital de Cascais;7298;4052;1027;0;12377
2023-01-01;Região de Saúde LVT;Hospital de Loures;6731;4328;1068;0;12127
2023-01-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;6611;3850;663;0;11124
2023-01-01;Região de Saúde LVT;Hospital Distrital de Santarém;6730;2663;670;0;10063
2023-01-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;15383;3082;673;0;19138
2023-01-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;12410;2733;646;0;15789
2023-01-01;Região de Saúde Norte;Hospital de Braga;11905;3831;1026;0;16762
2023-01-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;11647;1757;493;0;13897
2023-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;14901;2880;554;0;18335
2023-02-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;17762;5907;2428;0;26097
2023-02-01;Região de Saúde LVT;Hospital de Loures;13371;8728;2074;0;24173
2023-02-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;28532;10200;3188;0;41920
2023-02-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;27556;12762;1945;0;42263
2023-02-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;14096;5599;1115;0;20810
2023-02-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;29955;6005;1319;0;37279
2023-02-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;11678;0;0;0;11678
2023-02-01;Região de Saúde Norte;Hospital de Braga;23513;7800;2034;0;33347
2023-02-01;Região de Saúde Norte;Hospital Santa Maria Maior;8572;2478;0;0;11050
2023-02-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;22532;3700;964;0;27196
2023-03-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;67030;18012;4703;0;89745
2023-03-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;12234;3999;966;86;17285
2023-03-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;32065;11013;1599;0;44677
2023-03-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;12334;4891;0;0;17225
2023-03-01;Região de Saúde LVT;Hospital de Loures;20174;11690;3205;0;35069
2023-03-01;Região de Saúde LVT;Hospital Distrital de Santarém;20344;8206;1892;0;30442
2023-04-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;42832;14470;2195;0;59497
2023-04-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;58823;22020;6996;0;87839
2023-04-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;17174;5032;570;0;22776
2023-04-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;37448;13593;3109;0;54150
2023-04-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;30408;11219;4256;0;45883
2023-04-01;Região de Saúde LVT;Hospital de Cascais;29611;16834;4336;0;50781
2023-04-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;50335;12846;4854;0;68035
2023-04-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;41378;0;6553;0;47931
2023-04-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;32695;0;0;0;32695
2023-05-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;75049;28047;8989;0;112085
2023-05-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;32129;6945;1701;0;40775
2023-05-01;Região de Saúde LVT;Hospital de Cascais;37482;21402;5530;0;64414
2023-05-01;Região de Saúde LVT;Hospital de Loures;33999;16856;5579;0;56434
2023-05-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;72900;25668;8136;0;106704
2023-05-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;57042;19173;3383;0;79598
2023-05-01;Região de Saúde Norte;Hospital Santa Maria Maior;22134;5652;0;0;27786
2023-06-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;67158;41161;11042;3069;122430
2023-06-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;40559;24086;4158;0;68803
2023-06-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;69093;22650;4043;0;95786
2023-06-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;52095;17561;5209;0;74865
2023-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;56261;0;0;0;56261
2023-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;45215;5118;1453;0;51786
2023-07-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;77775;25260;4032;0;107067
2023-07-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;65950;20107;8642;0;94699
2023-07-01;Região de Saúde LVT;Hospital Garcia de Orta;49866;27967;10300;0;88133
2023-07-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;81747;26084;4835;0;112666
2023-07-01;Região de Saúde Norte;Hospital de Braga;88609;27630;8089;0;124328
2023-07-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;48372;0;5512;0;53884
2023-08-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;76819;23899;6176;0;106894
2023-08-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;91135;51966;15451;4211;162763
2023-08-01;Região de Saúde LVT;Hospital de Cascais;61082;31585;9333;0;102000
2023-08-01;Região de Saúde LVT;Hospital Distrital de Santarém;55666;20441;5175;0;81282
2023-08-01;Região de Saúde LVT;Hospital Garcia de Orta;58176;31173;11738;0;101087
2023-08-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;46997;0;0;0;46997
2023-08-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;104578;20221;5769;0;130568
2023-08-01;Região de Saúde Norte;Hospital Santa Maria Maior;36795;8249;0;0;45044
2023-08-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;56266;0;6397;0;62663
2023-08-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;68746;0;0;0;68746
2023-09-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;219928;51301;14191;0;285420
2023-09-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;138167;47009;17218;0;202394
2023-09-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;69995;22203;11496;0;103694
2023-09-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;106437;33467;10319;0;150223
2023-09-01;Região de Saúde LVT;Hospital Garcia de Orta;65725;34588;13212;0;113525
2023-09-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;66417;23033;5329;0;94779
2023-09-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;140333;25307;6652;0;172292
2023-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;75233;14386;3494;0;93113
2023-10-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;63301;27425;8289;0;99015
2023-10-01;Região de Saúde LVT;Centro Hospitalar do Oeste;99327;37293;3046;0;139666
2023-10-01;Região de Saúde LVT;Hospital de Loures;66761;25636;11743;0;104140
2023-10-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;68161;37352;7254;0;112767
2023-10-01;Região de Saúde LVT;Hospital Garcia de Orta;73027;39045;14671;0;126743
2023-10-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;73520;26217;5995;0;105732
2023-10-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;155409;28713;7406;0;191528
2023-10-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;129533;24692;7227;0;161452
2023-10-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;87692;27986;9302;0;124980
2023-10-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;84792;0;0;0;84792
2023-11-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;45944;13541;3755;364;63604
2023-11-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;127832;42138;10319;0;180289
2023-11-01;Região de Saúde LVT;Hospital de Cascais;82014;44196;13946;0;140156
2023-11-01;Região de Saúde LVT;Hospital de Loures;72199;28391;12922;0;113512
2023-11-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;117492;0;18828;0;136320
2023-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;76471;0;8649;0;85120
2023-12-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;114643;35086;14894;0;164623
2023-12-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;135870;81630;24350;6269;248119
2023-12-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;74816;34024;9753;0;118593
2023-12-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;138346;47249;10319;0;195914
2023-12-01;Região de Saúde LVT;Hospital Garcia de Orta;86413;47187;16888;0;150488
2023-12-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;72262;0;0;0;72262
2023-12-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;152668;34150;14562;0;201380
2023-12-01;Região de Saúde Norte;Hospital de Braga;152600;47808;12728;0;213136
2023-12-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;83269;0;9345;0;92614
2023-12-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;143409;20764;6894;0;171067
2019-01-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;4787;1926;0;0;6713
2019-01-01;Região de Saúde LVT;Hospital de Cascais;7840;5071;1220;0;14131
2019-01-01;Região de Saúde LVT;Hospital Distrital de Santarém;8491;2880;778;0;12149
2019-01-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;13443;7215;1294;0;21952
2019-01-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;10670;4106;1072;0;15848
2019-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;16329;0;0;0;16329
2019-02-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;41004;13735;3255;0;57994
2019-02-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;8922;3515;0;0;12437
2019-02-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;13896;2968;600;0;17464
2019-02-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;29949;8034;2978;0;40961
2019-02-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;19619;5332;460;0;25411
2019-02-01;Região de Saúde LVT;Hospital de Loures;19841;11402;2779;0;34022
2019-02-01;Região de Saúde LVT;Hospital Garcia de Orta;16559;8382;2827;0;27768
2019-02-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;16419;6364;1550;0;24333
2019-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;23733;0;0;0;23733
2019-03-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;62053;20138;4992;0;87183
2019-03-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;13363;5099;0;0;18462
2019-03-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;26979;10160;2615;0;39754
2019-03-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;28337;8942;3846;0;41125
2019-03-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;31565;0;5271;0;36836
2019-03-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;31538;11686;2980;0;46204
2019-03-01;Região de Saúde Norte;Hospital Santa Maria Maior;12341;4025;0;0;16366
2019-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;27158;2772;448;0;30378
2019-04-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;30032;14030;4273;0;48335
2019-04-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;28442;15630;3284;0;47356
2019-04-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;56586;11230;2978;0;70794
